标注说明：,,,,,,,,,,,,,,,
无用：0,,,,,,,,,,,,,,,
正面：1,,,,,,,,,,,,,,,
负面：2,,,,,,,,,,,,,,,
中性：3,,,,,,,,,,,,,,,
正面、负面均为有用评论,,,,,,,,,,,,,,,
分工,序号,评论ID,用户昵称,用户ID,评论内容,发布时间,点赞数,是否为子评论,父评论ID,爬取时间,来源文件,来源工作表,读取时间,标注,分工.1
蔡欣颖,2093,116692000000.0,尤同学很专注,1489304330.0,是啊😁,2022-06-13 17:40:52,0,是,116655000000.0,2026-01-21 12:12:52,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,435,284424000000.0,葉齊,549237811.0,想多了，还不如骑电动轮椅,2025-12-05 14:49:20,1,是,284424000000.0,2026-01-21 12:31:25,B站评论_BV1cZ2YB1Ee3_20260121_123328.xlsx,评论数据,2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,875,282515000000.0,李三岁咻咻咻,415479263.0,以旧换新原价置换我可以考虑 [doge_金箍][doge_金箍][doge_金箍],2025-12-05 18:24:08,0,否,,2026-01-21 12:33:12,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (2),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,1180,165279000000.0,淡墨缘,185881729.0,农村不可能禁摩，但是也要上牌要照，笑死我了。要是免费或者花点小钱就行，我也不怕麻烦，你TM花这么多，什么意思？就是有人打劫我都不敢拿这么多走，反正要钱没有要命一条。比抢劫犯都离谱啊,2023-05-15 03:56:05,1,否,,2026-01-21 12:10:43,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,44,115788000000.0,啦呦西,369655987.0,免费考还有可能。你让老百姓掏钱那就不现实了,2022-06-06 16:48:29,39,是,115736000000.0,2026-01-21 12:08:03,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,222,115690000000.0,爱你在手开不了心,202072325.0,回复 @我愿无穷 :400w的电机估计就是想带150kg的东西也费劲吧。😂😂,2022-06-05 19:45:40,1,是,115611000000.0,2026-01-21 12:08:13,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,698,273337000000.0,月光兮,660693796.0,电摩是需要驾照和上牌照的,2025-08-31 13:05:01,2,是,274649000000.0,2026-01-21 12:55:00,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,2547,263710000000.0,青山aic,39177337.0,违法，,2025-05-25 10:34:07,0,否,,2026-01-21 12:24:02,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,365,246431000000.0,桐神丶Kiri,17978711.0,不限制啊 25-50需要上蓝牌 50以上需要上黄牌 只是绿牌限制25,2024-11-06 16:21:59,0,是,246431000000.0,2026-01-21 12:34:02,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,333,282528000000.0,背个茄子,131338856.0,雅迪刚发布文章说这是普通款式 只应对上半牛马 还有带孩子的跟储物柜款式 是你要的话得加钱不止4000,2025-12-05 20:28:02,2,否,,2026-01-21 12:46:58,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (6),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,2563,274528000000.0,小杀429,609879633.0,不可能的，有多少城市有专门的非机动车道啊？我在重庆这里送根本没有专门的摩托车道限速25摩托车也上马路这么慢的速度这么多骑手整个马路都要堵车,2025-08-30 05:40:27,0,否,,2026-01-21 13:01:38,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,1223,274551000000.0,星空Shingkone,5208104.0,可是你骑的不是电摩吗[疑惑],2025-08-30 11:43:43,1,否,,2026-01-21 12:56:29,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,369,282616000000.0,䵼㒿㔡,516113466.0,2000？1000都嫌贵,2025-12-06 17:48:52,0,是,284537000000.0,2026-01-21 12:31:15,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (2),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,863,282294000000.0,渣qweqweqw,329413950.0,不买不就完了,2025-12-03 10:56:03,0,否,,2026-01-21 13:08:59,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (5),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,2516,263713000000.0,lientian,89357049.0,下次看见了直接拿出钱来 摔给他 不用找了,2025-05-25 11:07:33,0,否,,2026-01-21 12:23:56,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,577,282529000000.0,水果冰琪凌武士,23499795.0,可以自己买改装件让老板改的[吃瓜],2025-12-05 20:33:47,1,否,,2026-01-21 12:31:56,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (2),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,1535,263864000000.0,人生如棋落子有悔,3546770000000000.0,恭喜深圳交警又破获一起大案要案……,2025-05-26 23:37:24,0,否,,2026-01-21 12:20:21,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,2349,273344000000.0,幻影玫瑰碎片,1788293681.0,一样是骑电鸡送,2025-08-31 14:16:20,0,是,274675000000.0,2026-01-21 13:00:47,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,223,284157000000.0,颺光,383620735.0,要么是轮端速度传感器，要么是GPS里带的速度检测，只要你想都能屏蔽掉，说是不能解除限速，其实也就视频里这么说。,2025-12-02 19:15:52,2,是,282240000000.0,2026-01-21 12:43:44,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (10),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,1543,275215000000.0,沉潜hx,330397329.0,现在还有人下基层吗,2025-09-06 09:48:28,0,否,,2026-01-21 12:57:46,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,236,284185000000.0,雷电古栗欧克,3546590000000000.0,当身后大运刹车失灵快撞到你时……滴～您已超速～[doge],2025-12-02 23:55:39,0,是,284185000000.0,2026-01-21 12:43:44,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (10),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,1685,121873000000.0,1躺平真爽1,89988041.0,限制重量是最傻的，重量大点这种车不容易飘，重量小的时速上30左右，就能种不着地的感觉，要是这时候路面突然有点不平，估计没点手劲儿稳不住车。,2022-07-21 21:00:54,1,否,,2026-01-21 12:12:05,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,725,269186000000.0,73004395787_bili,396670792.0,人家up都说开放电摩，电摩是走机动车道的 ，人家也是上牌交保险的。一走机动车道，开四轮的又不乐意了,2025-07-28 16:31:31,5,是,269137000000.0,2026-01-21 12:52:48,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (11),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,864,282293000000.0,夜星寒月,281049275.0,这没法带人,2025-12-03 10:38:46,0,否,,2026-01-21 13:08:59,B站评论_BV1M8S1BPERN_20260121_130914.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,349,282628000000.0,预测故居,452795363.0,什么电车能开300码?,2025-12-06 19:40:16,6,是,284558000000.0,2026-01-21 12:31:10,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (2),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,1051,263840000000.0,可怜的猫ex,410102.0,处罚没问题，但是希望对卖车的商家和租电池的公司一并处理，谢谢,2025-05-26 19:14:34,1,否,,2026-01-21 12:18:34,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,1030,270181000000.0,艺术家扎克雷,830629.0,骑电鸡真是开不起四轮吗？我看未必吧，反正我骑电鸡主要是图一个方便。那天像四轮驾驶员说的一样彻底取缔电鸡，那我们可都要开四轮上街了，堵不死大伙,2025-07-26 21:57:44,2,否,,2026-01-21 12:53:40,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (11),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,3558,273311000000.0,陌生人的信,669177558.0,首先，那是电动《自行车》，不需要上牌不需要驾照，骑手们那款叫电摩，是需要上牌有照，电动自行车关人家屁事？谁跑外卖不买电摩,2025-08-31 07:53:55,0,否,,2026-01-21 13:05:29,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,19,115611000000.0,万夜千刃,3791023.0,你不妨可以说明白一点[脱单doge],2022-06-05 03:55:52,128,是,115570000000.0,2026-01-21 12:08:03,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,1486,244541000000.0,一朝看遍长安猫,500442084.0,我觉得挺好的，治治那些悄咪咪把车弄上楼充电的,2024-10-16 21:33:51,1,否,,2026-01-21 12:43:20,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,1.0,蔡欣颖
蔡欣颖,881,282251000000.0,葬爱风萧,74592668.0,没事，反正我在马路中间骑[doge][doge][doge],2025-12-02 20:51:45,0,否,,2026-01-21 12:46:03,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (10),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,1268,244500000000.0,JustinTaylor13,10680165.0,首先国内驾驶证考试的制度就很有问题，应试式教学导致一大帮拿了驾驶证根本就不是真正会开车或者乱开车的，就拿我坐标的广州来说，本来广州的道路规划就差，老城的原因导致很多路都很窄，还一直扩大四轮保有量，路面上一堆龟速车，乱穿插，乱占道的垃圾司机，这么多个因素一起导致路上交通一塌糊涂，天天堵的比我去过很多其他城市都要厉害。同时都2024年还无脑的保持着非常严厉的禁摩政策，无法利用摩托车这个灵活的交通工具去有效疏通交通压力，然而民众又确确实实有两轮出行的需求，而且很大！然后，放开新国标了，秒变新国飙，大家都把电动车当摩托使，还不用考证，还可以随便违章，很多人都是打不过就加入。然后禁摩多年被强制压制的两轮出行需求一下子以更难以管理更野蛮的方式重生，一下子爆发导致问题越来越多。真的求求上面那帮人，不要再懒政了，先把驾驶证准考的制度改革优化，开放摩托车上路，严管电动车改装，多个纬度下手才能真正改善交通。摩托车不是落后的交通工具，全世界也只有中国这么大范围禁摩，很多以前禁摩的理由现在都是站不住脚的。别再做鸵鸟了，为人民实实在在做点事吧！,2024-10-16 10:57:23,1,否,,2026-01-21 12:42:39,B站评论_BV1bc2oYaEhG_20260121_124325.xlsx,评论数据,2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,1462,244668000000.0,虾鸭梨蒜鸡藕,349516943.0,公交车配足量没？,2024-10-15 19:23:41,1,是,244668000000.0,2026-01-21 12:43:15,B站评论_BV1bc2oYaEhG_20260121_124325.xlsx,评论数据,2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,145,263718000000.0,猿形单核饮水机,3461570000000000.0,"第一，建议了解一下交警部门和市场监督管理部门的工作范围。
第二，建议了解一下国家对新国标电动自行车，电动轻型摩托车，电动摩托车的标准划分。
第三，建议了解一下深圳的市对摩托车的管理法规。
这些信息有手机就能了解得到，看完你就不会这样问了。",2025-05-25 12:03:50,14,是,262699000000.0,2026-01-21 12:17:01,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,1329,263684000000.0,26553781637_bili,406101805.0,没毛病，电动自行车就是低速轻量，这就是国家标准。为的是人民生命安全。以后只会越来越严。,2025-05-25 00:01:17,1,否,,2026-01-21 12:19:35,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,1.0,蔡欣颖
蔡欣颖,1144,172443000000.0,柳南飞鱼,298169060.0,不要看他们说了什么！要看他们做了多少！光说不做！不改正！有什么用,2023-06-30 11:19:12,1,否,,2026-01-21 12:10:33,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,446,283131000000.0,但丁的神曲丶,502150499.0,不禁摩？电摩也是摩托啊，上的了黄牌？你们广东不是大部分地方禁摩？又不像们江西，都不禁摩.,2025-12-12 03:53:15,0,是,282627000000.0,2026-01-21 12:31:30,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (2),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,271,244443000000.0,_如果声音不记得_,162245758.0,汽车交多少钱一年（税），电车交多少钱一年？不能既要又要。,2024-10-15 14:07:58,9,是,244648000000.0,2026-01-21 12:40:15,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,236,244447000000.0,DTX_,541370297.0,在山东上学，来这边能看见可宽的非机动车道，对比广州几乎没有非机动车道（市中心真的非常非常少，甚至很多的都是新加的，视频里百分之三十多我都怀疑是南沙的贡献）。我学的交通工程，不打算继续学是真觉得广州的交通规划是很烂（留给有志之士救吧真救不了）。上年去南宁玩，电鸡真的多，但是人家的交通规划真的好，那个非机动车道也可宽了，而且有交警抓戴头盔，我记得说被抓到是要罚款还是怎么的。别说非机动车道了，机动车道也是如此，南宁很多机动车道规划也很好。广州是我的家乡，我很希望他能越来越好，目前人越来越多，电动车数量也只会越来越多，但每次广州出点什么方案都是治标不治本，或是在“刀把上”出力，我真的觉得很失望的。我每次和我的同学说广州的交通规划很烂他们也不信。广州的轨道交通建设蒸蒸日上，是在湾区数一数二，是湾区中心又是枢纽，南大门不断欢迎大家前来发展，可是来了后面对如此混乱的地面交通又会作何想法，我相信广州在用力了，路无法拓宽的情况下怎么提高运行效率、通过能力，非机动车与机动车道用硬设施分划，加大处罚力度（至少考过科一再上路吧不然跟无证驾驶差不多），地面车道划线再调整，公交运行系统的再调整等等……处理电鸡的问题不只是处理电鸡的问题，本质是怎么把广州的交通规划再重新审视重新调整，从全局来看才有出路，而不是哪里有洞就用纸糊上哪里，那样总有一天会决堤的。,2024-10-15 15:16:11,90,否,,2026-01-21 12:40:15,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,652,284231000000.0,去玩儿啊吖吖,21125828.0,这不是电动滑板车🛴 套个壳子嘛,2025-12-03 14:53:29,0,否,,2026-01-21 13:08:08,B站评论_BV1M8S1BPERN_20260121_130914.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,347,115750000000.0,燃烧的牛尾巴,319209521.0,"自行车侠，对超速的电动车简直深恶痛绝，其实你超速跑个30-40，我都可以理解，生活不易嘛。
但是你在非机动车道乃至人行道上跑的比汽车还快，这不是害人害己吗！",2022-06-06 10:16:26,8,否,,2026-01-21 12:08:29,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,1284,244489000000.0,沐仪未末,8397164.0,电动车牛逼的地方在于，骑车的人觉得人能走的地方我能走，自行车摩托车能走的地方我能走，机动车能走的地方我也能走，三种形态内心无缝切换，只要有想象力，大街上没有不能走的地方和时候。,2024-10-16 04:02:13,1,否,,2026-01-21 12:42:44,B站评论_BV1bc2oYaEhG_20260121_124325.xlsx,评论数据,2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,2265,263747000000.0,謀謀謀謀謀謀,47311215.0,在重庆没得事,2025-05-25 18:08:44,0,否,,2026-01-21 12:23:05,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,491,269936000000.0,edbljl,1375993.0,人家就是要在人行道上飚20你也管不着啊，如果能管那还用限速？,2025-08-03 17:58:57,2,是,270227000000.0,2026-01-21 12:52:28,B站评论_BV1ya84z3EaS_20260121_125405.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,1719,263825000000.0,姿势我最叉,21754739.0,资本家的胜利  ，就为难我们 不应该去罚老板么?嗯?,2025-05-26 16:18:55,0,否,,2026-01-21 12:21:02,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,661,262704000000.0,我是万晓慧,677779151.0,强烈要求国家出一个5伏的标准，这样我就能用充电宝供电局,2025-05-25 09:10:39,7,否,,2026-01-21 12:17:42,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,542,284523000000.0,王者荣耀电刀,2142692444.0,以后小偷是不是能偷坐垫了,2025-12-06 13:33:34,0,否,,2026-01-21 12:49:40,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (12),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,3408,262772000000.0,天翔1999,1420113673.0,电动两轮车对缓解城市交通拥堵很有效，再说了，很多人生活都比较拮据，哪开得起轿车，这样标准根本就没考虑到普通百姓的生活实际,2025-05-25 22:54:35,0,否,,2026-01-21 12:27:17,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,1.0,蔡欣颖
蔡欣颖,595,246132000000.0,蝴蝶和鱼是怎样的,339235390.0,我晚上拧到30，被自行车超了[笑哭],2024-11-06 13:53:54,0,是,246132000000.0,2026-01-21 12:34:48,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,19,284334000000.0,灬宫保鸡丁灬,1795071430.0,雨衣 头盔都一堆人偷 啥不偷……现在这种电动车谁都抱得起 轻的不得了[滑稽],2025-12-04 16:22:58,188,是,284332000000.0,2026-01-21 12:48:18,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,831,246488000000.0,夜游地狱猫,354569000.0,支持，现在骑电驴的都太不守规矩了,2024-11-07 10:26:43,0,否,,2026-01-21 12:35:39,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,1.0,蔡欣颖
蔡欣颖,2618,273992000000.0,61010205,6690363.0,你车多少钱人家车多少钱，人家每年保险不比你多，谁钱多谁话语权大,2025-09-07 16:45:34,0,是,273990000000.0,2026-01-21 13:01:48,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,837,282610000000.0,劳师在此,3461570000000000.0,你买这个还不如买个电助力的自行车,2025-12-06 16:41:18,0,否,,2026-01-21 12:50:47,B站评论_BV19D2aBhEPi_20260121_125153.xlsx,评论数据,2026-01-21 14:24:34,3.0,蔡欣颖
蔡欣颖,902,119689000000.0,账号已注销,18030642.0,回复 @缥缈神剑香晔 :你的行驶证写的什么车就走什么道,2022-07-07 00:01:40,0,是,115844000000.0,2026-01-21 12:09:47,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,506,282212000000.0,Gong927,403909177.0,可以光明正大不戴头盔了[doge],2025-12-02 12:51:30,1,否,,2026-01-21 13:07:32,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (5),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,629,262729000000.0,九方浊,161182574.0,回复 @better星王 :可是禁止电摩的地方为什么会有给电摩服务的租贷平台呢,2025-05-25 14:16:21,10,是,263717000000.0,2026-01-21 12:17:37,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,645,284529000000.0,五星tenno麦克阿瑟,329465605.0,为了让买电车已经不择手段了,2025-12-06 14:30:38,0,否,,2026-01-21 12:32:16,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (2),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,1572,246144000000.0,q_-_-_-_-_-_-_p,401688572.0,我们这边考驾照的费用又上涨了，有什么头绪么？,2024-11-06 17:21:55,0,否,,2026-01-21 12:38:34,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,263,284404000000.0,许哥不是区呜呜,3546910000000000.0,要向正规政府部门提意见才有用,2025-12-05 10:56:45,16,否,,2026-01-21 12:30:59,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (2),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,575,282533000000.0,bili_269275663,269275663.0,"9号的新国标才是最离谱的，25Fzmax买了我快8000,显示屏还是最普通的那种，4000块钱的款式显示屏都是最新的电子屏[doge]，后悔的要死，要不是上学真的需要一辆车，根本不可能买[大哭]",2025-12-05 21:15:57,1,否,,2026-01-21 12:31:56,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (2),2026-01-21 14:24:37,2.0,蔡欣颖
